-97.7510219100952,30.3058518333435
-97.7498202804565,30.3052510185242
-97.7485328201294,30.3045643730164
-97.747202444458,30.303963558197
-97.7457862380981,30.3032769126892
-97.7443700317383,30.3025473518372
-97.7432971481323,30.3020752830505
-97.7421813491821,30.3015173835754
-97.7413230422974,30.3011311454773
-97.741795111084,30.3003157539368
-97.7423959259033,30.2995003623962
-97.7429109100342,30.2987708015442
-97.7420096878052,30.2983416481018
-97.7411942962647,30.2978695793152
-97.7405076507568,30.2988995475769
-97.7398639205933,30.3000153465271
-97.7392201904297,30.3010453147888
-97.7386193756104,30.3019465370178
-97.738190222168,30.3027190132141
-97.7391772750855,30.3033198280334
-97.7401643280029,30.3038348121643
-97.7412801269531,30.3043497962952
-97.7424388412476,30.3049935264587
-97.7436404708862,30.3055514259338
-97.744670439148,30.3059805793762
-97.7457004074097,30.3064526481628
-97.7468591217041,30.3069247169495
-97.7478461746216,30.3072251243591
-97.7489190582275,30.3073538703918
-97.7497344497681,30.3071822090149
-97.7505927566528,30.3068818016052

